year,month,exports_rupees,exports_usd,exports_oil_rupees,exports_oil_usd,exports_nonoil_rupees,exports_nonoil_usd,imports_rupees,imports_usd,imports_oil_rupees,imports_oil_usd,imports_nonoil_rupees,imports_nonoil_usd,trade_balance_rupees,trade_balance_usd,trade_balance_oil_rupees,trade_balance_oil_usd,trade_balance_nonoil_rupees,trade_balance_nonoil_usd,date,trade_openness,import_cover_ratio,exports_growth_yoy,imports_growth_yoy
,1998-01-01,11616.0,2949.0,,,,,14078.0,3575.0,,,,,-2462.0,-625.0,,,,,1998-01-01,25694.0,0.8251172041483166,10.114702815432741,1.1132658191481681
,1998-02-01,11448.0,2944.0,,,,,14400.0,3703.0,,,,,-2951.0,-759.0,,,,,1998-02-01,25848.0,0.795,16.187963056936972,12.38585811285413
,1998-03-01,12801.0,3241.0,,,,,14677.0,3716.0,,,,,-1875.0,-475.0,,,,,1998-03-01,27478.0,0.8721809634121415,2.959864875733942,14.798592100117336
,1998-04-01,10763.0,2714.0,,,,,14218.0,3585.0,,,,,-3455.0,-871.0,,,,,1998-04-01,24981.0,0.7569981713321142,14.05107555367171,24.850720056199506
,1998-05-01,10189.0,2518.0,,,,,15168.0,3748.0,,,,,-4979.0,-1230.0,,,,,1998-05-01,25357.0,0.6717431434599156,-6.565795506648331,20.889455646768162
,1998-06-01,10498.0,2485.0,,,,,13356.0,3162.0,,,,,-2858.0,-677.0,,,,,1998-06-01,23854.0,0.7860137765798143,3.7761961249505704,11.448598130841114
,1998-07-01,11822.0,2781.0,,,,,16673.0,3922.0,,,,,-4851.0,-1141.0,,,,,1998-07-01,28495.0,0.709050560786901,10.723986138428398,31.29380266162689
,1998-08-01,12764.0,2985.0,,,,,14578.0,3410.0,,,,,-1814.0,-424.0,,,,,1998-08-01,27342.0,0.8755659212512005,26.0641975308642,32.63579292148122
,1998-09-01,11367.0,2673.0,,,,,15699.0,3692.0,,,,,-4332.0,-1019.0,,,,,1998-09-01,27066.0,0.7240588572520543,3.7608397991784503,35.734048071934986
,1998-10-01,11045.0,2609.0,,,,,14584.0,3445.0,,,,,-3539.0,-836.0,,,,,1998-10-01,25629.0,0.7573368074602304,1.1446886446886406,12.27962121795365
,1998-11-01,11760.0,2775.0,,,,,14767.0,3484.0,,,,,-3007.0,-710.0,,,,,1998-11-01,26527.0,0.7963702850951446,21.487603305785118,20.203500203500212
1998.0,1998-12-01,11857.0,2786.0,,,,,15034.0,3533.0,,,,,-3177.0,-747.0,,,,,1998-12-01,26891.0,0.7886789942796328,3.799352184189786,3.1492281303602043
,1999-01-01,11658.0,2743.0,,,,,14642.0,3445.0,,,,,-2985.0,-702.0,,,,,1999-01-01,26300.0,0.7962027045485589,0.3615702479338845,4.006250887910223
,1999-02-01,12118.0,2854.0,,,,,13937.0,3282.0,,,,,-1819.0,-428.0,,,,,1999-02-01,26055.0,0.8694841070531678,5.852550663871425,-3.215277777777781
,1999-03-01,13914.0,3278.0,,,,,15676.0,3693.0,,,,,-1763.0,-415.0,,,,,1999-03-01,29590.0,0.8875988772646083,8.69463323177877,6.806568099747912
,1999-04-01,11683.0,2735.0,,,,,14220.0,3328.0,,,,,-2537.0,-594.0,,,,,1999-04-01,25903.0,0.8215893108298171,8.547802657251701,0.014066676044444115
,1999-05-01,11428.0,2672.0,,,,,15641.0,3657.0,,,,,-4213.0,-985.0,,,,,1999-05-01,27069.0,0.7306438207275749,12.160172735302787,3.118407172995785
,1999-06-01,11923.0,2764.0,,,,,15842.0,3673.0,,,,,-3919.0,-909.0,,,,,1999-06-01,27765.0,0.7526196187350082,13.574014097923403,18.613357292602583
,1999-07-01,13602.0,3143.0,,,,,18209.0,4207.0,,,,,-4607.0,-1064.0,,,,,1999-07-01,31811.0,0.7469932450985777,15.056673997631531,9.212499250284889
,1999-08-01,13772.0,3169.0,,,,,18145.0,4175.0,,,,,-4373.0,-1006.0,,,,,1999-08-01,31917.0,0.7589969688619455,7.897210905672214,24.468377006448083
,1999-09-01,13799.0,3170.0,,,,,20151.0,4629.0,,,,,-6352.0,-1459.0,,,,,1999-09-01,33950.0,0.6847799116669148,21.39526700096772,28.358494171603276
,1999-10-01,13635.0,3138.0,,,,,18020.0,4147.0,,,,,-4385.0,-1009.0,,,,,1999-10-01,31655.0,0.7566592674805771,23.449524671797196,23.56006582556227
,1999-11-01,12743.0,2937.0,,,,,17865.0,4117.0,,,,,-5122.0,-1180.0,,,,,1999-11-01,30608.0,0.7132941505737476,8.358843537414963,20.97921040157107
1999.0,1999-12-01,13341.0,3068.0,,,,,20070.0,4615.0,,,,,-6729.0,-1548.0,,,,,1999-12-01,33411.0,0.6647234678624813,12.515813443535473,33.49740588000532
,2000-01-01,11966.0,2748.0,,,,,16894.0,3879.0,,,,,-4928.0,-1132.0,,,,,2000-01-01,28860.0,0.7082988043092222,2.6419626007891495,15.380412511951924
,2000-02-01,14846.0,3404.0,,,,,18947.0,4344.0,,,,,-4101.0,-940.0,,,,,2000-02-01,33793.0,0.7835541246635351,22.51196567090279,35.94747793642821
,2000-03-01,16823.0,3860.0,,,,,21233.0,4871.0,,,,,-4409.0,-1012.0,,,,,2000-03-01,38056.0,0.7923044317807187,20.907000143740117,35.449094156672615
,2000-04-01,14444.0,3310.0,,,,,19206.0,4401.0,,,,,-4762.0,-1091.0,,,,,2000-04-01,33650.0,0.7520566489638655,23.63262860566635,35.06329113924052
,2000-05-01,15732.0,3577.0,,,,,19223.0,4371.0,,,,,-3491.0,-794.0,,,,,2000-05-01,34955.0,0.8183946314310981,37.6618830941547,22.901349018604943
,2000-06-01,15440.0,3455.0,,,,,17999.0,4028.0,,,,,-2559.0,-573.0,,,,,2000-06-01,33439.0,0.8578254347463748,29.497609661997814,13.615705087741436
,2000-07-01,15791.0,3526.0,,,,,20092.0,4487.0,,,,,-4301.0,-961.0,,,,,2000-07-01,35883.0,0.78593470037826,16.093221585061013,10.34104014498325
,2000-08-01,16762.0,3670.0,,,,,18240.0,3993.0,,,,,-1478.0,-324.0,,,,,2000-08-01,35002.0,0.918969298245614,21.71071739761836,0.5235602094240788
,2000-09-01,17658.0,3848.0,,,,,19499.0,4249.0,,,,,-1841.0,-401.0,,,,,2000-09-01,37157.0,0.9055849017898354,27.965794622798757,-3.2355714356607668
,2000-10-01,17235.0,3719.0,,,,,19761.0,4264.0,,,,,-2526.0,-545.0,,,,,2000-10-01,36996.0,0.8721724609078488,26.40264026402641,9.661487236403987
,2000-11-01,16857.0,3604.0,,,,,21975.0,4698.0,,,,,-5118.0,-1094.0,,,,,2000-11-01,38832.0,0.7670989761092151,32.284391430589345,23.00587741393787
2000.0,2000-12-01,17098.0,3657.0,,,,,18587.0,3976.0,,,,,-1489.0,-319.0,,,,,2000-12-01,35685.0,0.9198902458707698,28.161307248332214,-7.389138016940711
,2001-01-01,17064.0,3666.0,,,,,18648.0,4007.0,,,,,-1584.0,-340.0,,,,,2001-01-01,35712.0,0.915057915057915,42.60404479358182,10.382384278442046
,2001-02-01,17186.0,3695.0,,,,,16081.0,3457.0,,,,,1106.0,238.0,,,,,2001-02-01,33267.0,1.068714632174616,15.76182136602451,-15.126405235657359
,2001-03-01,20089.0,4309.0,,,,,21563.0,4625.0,,,,,-1474.0,-316.0,,,,,2001-03-01,41652.0,0.9316421648193665,19.413897640135524,1.5541845240898633
,2001-04-01,14573.0,3115.0,,,,,19153.0,4094.0,,,,,-4580.0,-979.0,,,,,2001-04-01,33726.0,0.7608729702918603,0.8931044032123969,-0.2759554305946099
,2001-05-01,17029.0,3629.0,,,,,21932.0,4674.0,,,,,-4903.0,-1045.0,,,,,2001-05-01,38961.0,0.7764453766186394,8.244342740910238,14.09249336732039
,2001-06-01,16979.0,3612.0,,,,,18883.0,4017.0,,,,,-1970.0,-405.0,,,,,2001-06-01,35862.0,0.8991685643171107,9.967616580310889,4.911383965775884
,2001-07-01,16181.0,3433.0,,,,,23204.0,4923.0,,,,,-7023.0,-1490.0,,,,,2001-07-01,39385.0,0.6973366660920531,2.469761256411873,15.48875174198685
,2001-08-01,17186.0,3647.0,,,,,20605.0,4372.0,,,,,-3419.0,-726.0,,,,,2001-08-01,37791.0,0.8340694006309148,2.5295310822097683,12.966008771929815
,2001-09-01,17637.0,3702.0,,,,,18591.0,3902.0,,,,,-953.0,-200.0,,,,,2001-09-01,36228.0,0.9486848475068581,-0.11892626571525788,-4.656649058926099
,2001-10-01,17853.0,3718.0,,,,,19653.0,4093.0,,,,,-1800.0,-375.0,,,,,2001-10-01,37506.0,0.9084109296290642,3.5857267188859954,-0.5465310459996986
,2001-11-01,17165.0,3576.0,,,,,19956.0,4158.0,,,,,-2791.0,-582.0,,,,,2001-11-01,37121.0,0.8601423130887953,1.8271341282553255,-9.187713310580204
2001.0,2001-12-01,15574.0,3250.0,,,,,19544.0,4079.0,,,,,-3969.0,-828.0,,,,,2001-12-01,35118.0,0.7968686041751945,-8.9133231956954,5.148759885941789
,2002-01-01,20555.0,4253.0,,,,,20505.0,4243.0,,,,,49.0,10.0,,,,,2002-01-01,41060.0,1.0024384296513045,20.45827473042663,9.958172458172454
,2002-02-01,17212.0,3535.0,,,,,18300.0,3759.0,,,,,-1089.0,-224.0,,,,,2002-02-01,35512.0,0.9405464480874317,0.1512859304084735,13.798893103662714
,2002-03-01,20182.0,4141.0,,,,,21605.0,4433.0,,,,,-1423.0,-292.0,,,,,2002-03-01,41787.0,0.9341356167553807,0.4629399173677218,0.1947780921022213
,2002-04-01,19740.0,4035.0,,,,,20581.0,4207.0,,,,,-841.0,-172.0,,,,,2002-04-01,40321.0,0.959137068169671,35.45598023742538,7.455751057275628
,2002-05-01,19992.0,4080.0,,,,,25385.0,5181.0,,,,,-5393.0,-1101.0,,,,,2002-05-01,45377.0,0.7875517037620642,17.399729872570326,15.744118183476207
,2002-06-01,19407.0,3963.0,,,,,20814.0,4251.0,,,,,-1407.0,-287.0,,,,,2002-06-01,40221.0,0.932401268377054,14.30001766888509,10.226129322671195
,2002-07-01,22350.0,4583.0,,,,,23765.0,4874.0,,,,,-1416.0,-290.0,,,,,2002-07-01,46115.0,0.9404586576898801,38.124961374451516,2.4176866057576296
,2002-08-01,21970.0,4522.0,,,,,23619.0,4861.0,,,,,-1649.0,-339.0,,,,,2002-08-01,45589.0,0.930183326982514,27.836611195158856,14.627517592817284
,2002-09-01,21723.0,4484.0,,,,,24635.0,5086.0,,,,,-2913.0,-601.0,,,,,2002-09-01,46358.0,0.8817941952506596,23.167205307025007,32.51035447259427
,2002-10-01,22987.0,4752.0,,,,,27055.0,5593.0,,,,,-4067.0,-841.0,,,,,2002-10-01,50042.0,0.8496396229902051,28.757071640620623,37.66346104920368
,2002-11-01,19537.0,4049.0,,,,,24473.0,5072.0,,,,,-4935.0,-1023.0,,,,,2002-11-01,44010.0,0.7983083398030483,13.81881736090882,22.634796552415317
2002.0,2002-12-01,19184.0,3985.0,,,,,23935.0,4972.0,,,,,-4752.0,-987.0,,,,,2002-12-01,43119.0,0.8015040735324838,23.17965840503402,22.467253376995487
,2003-01-01,23246.0,4850.0,,,,,26703.0,5571.0,,,,,-3457.0,-721.0,,,,,2003-01-01,49949.0,0.8705388907613377,13.091705181221114,30.226773957571318
,2003-02-01,20459.0,4286.0,,,,,22106.0,4631.0,,,,,-1646.0,-345.0,,,,,2003-02-01,42565.0,0.9254953406315027,18.864745526376936,20.797814207650276
,2003-03-01,24541.0,5151.0,,,,,28062.0,5891.0,,,,,-3521.0,-739.0,,,,,2003-03-01,52603.0,0.874527831230846,21.598454067981375,29.88660032399908
,2003-04-01,20438.0,4314.0,,,,,27309.0,5764.0,,,,,-6870.0,-1450.0,,,,,2003-04-01,47747.0,0.7483979640411585,3.535967578520771,32.690345464263146
,2003-05-01,22111.0,4696.0,,,,,29072.0,6175.0,,,,,-6961.0,-1479.0,,,,,2003-05-01,51183.0,0.7605599889928454,10.59923969587835,14.524325389009253
,2003-06-01,20543.0,4398.0,,,,,26750.0,5727.0,,,,,-6207.0,-1329.0,,,,,2003-06-01,47293.0,0.7679626168224299,5.853557994538061,28.519265878735457
,2003-07-01,21435.0,4637.0,,,,,26739.0,5784.0,,,,,-5304.0,-1147.0,,,,,2003-07-01,48174.0,0.8016380567710086,-4.093959731543628,12.51420155691143
,2003-08-01,20744.0,4516.0,,,,,26572.0,5785.0,,,,,-5828.0,-1269.0,,,,,2003-08-01,47316.0,0.7806713834111094,-5.580336822940368,12.502646174689858
,2003-09-01,25129.0,5481.0,,,,,28908.0,6305.0,,,,,-3779.0,-824.0,,,,,2003-09-01,54037.0,0.8692749411927494,15.679233991621789,17.34524051146742
,2003-10-01,25456.0,5609.0,,,,,31855.0,7019.0,,,,,-6400.0,-1410.0,,,,,2003-10-01,57311.0,0.7991210171087741,10.740853525905948,17.741637405285537
,2003-11-01,22315.0,4902.0,,,,,29441.0,6467.0,,,,,-7126.0,-1565.0,,,,,2003-11-01,51756.0,0.7579565911483985,14.219173875211144,20.299922363420908
2003.0,2003-12-01,27902.0,6120.0,,,,,33961.0,7450.0,,,,,-6059.0,-1329.0,,,,,2003-12-01,61863.0,0.8215894702747268,45.44412010008341,41.88844787967412
,2004-01-01,23711.0,5216.0,,,,,31354.0,6898.0,,,,,-7643.0,-1682.0,,,,,2004-01-01,55065.0,0.756235249091025,2.0003441452292936,17.417518630865448
,2004-02-01,28188.0,6227.0,,,,,30982.0,6844.0,,,,,-2794.0,-617.0,,,,,2004-02-01,59170.0,0.9098186043509134,37.777995014419076,40.15199493350221
,2004-03-01,35396.0,7863.0,,,,,36167.0,8034.0,,,,,-771.0,-171.0,,,,,2004-03-01,71563.0,0.9786822241269666,44.2321013813618,28.88247452070416
,2004-04-01,24791.0,5643.0,,,,,30695.0,6987.0,,,,,-5905.0,-1344.0,,,,,2004-04-01,55486.0,0.8076559700276918,21.298561503082492,12.398842872313164
,2004-05-01,26983.0,5963.0,,,,,36530.0,8073.0,,,,,-9547.0,-2110.0,,,,,2004-05-01,63513.0,0.7386531617848344,22.034281579304427,25.653549807374798
,2004-06-01,27614.0,6068.0,,,,,39669.0,8717.0,,,,,-12055.0,-2649.0,,,,,2004-06-01,67283.0,0.6961103128387406,34.42048386311638,48.29532710280373
,2004-07-01,26792.0,5819.0,,,,,36244.0,7872.0,,,,,-9453.0,-2053.0,,,,,2004-07-01,63036.0,0.7392120075046904,24.99183578259856,35.5473278731441
,2004-08-01,27726.0,5983.0,,,,,37684.0,8132.0,,,,,-9958.0,-2149.0,,,,,2004-08-01,65410.0,0.7357499203906167,33.65792518318549,41.81845551708565
,2004-09-01,31894.0,6919.0,,,,,43422.0,9420.0,,,,,-11528.0,-2501.0,,,,,2004-09-01,75316.0,0.7345124591221041,26.92108719009909,50.207555002075544
,2004-10-01,29846.0,6519.0,,,,,41155.0,8989.0,,,,,-11308.0,-2470.0,,,,,2004-10-01,71001.0,0.725209573563358,17.24544311753613,29.194788887144885
,2004-11-01,31974.0,7086.0,,,,,42228.0,9358.0,,,,,-10254.0,-2272.0,,,,,2004-11-01,74202.0,0.7571753339016766,43.28478601837329,43.43262796780001
2004.0,2004-12-01,32354.0,7357.0,,,,,45989.0,10457.0,,,,,-13636.0,-3101.0,,,,,2004-12-01,78343.0,0.7035160581878275,15.955845459106865,35.41709608079857
,2005-01-01,35854.0,8194.0,,,,,48169.0,11009.0,,,,,-12315.0,-2815.0,,,,,2005-01-01,84023.0,0.744337644543171,51.21251739698873,53.62952095426421
,2005-02-01,35147.0,8046.0,,,,,45238.0,10357.0,,,,,-10092.0,-2310.0,,,,,2005-02-01,80385.0,0.7769353198638312,24.687810415779765,46.01381447291977
,2005-03-01,44367.0,10155.0,,,,,54043.0,12369.0,,,,,-9676.0,-2215.0,,,,,2005-03-01,98410.0,0.8209573857853931,25.344671714318,49.42627256891641
,2005-04-01,33595.0,7680.0,,,,,49586.0,11336.0,,,,,-15991.0,-3656.0,,,,,2005-04-01,83181.0,0.6775097809865688,35.51288774151911,61.54422544388336
,2005-05-01,34689.0,7977.0,,,,,57545.0,13232.0,,,,,-22856.0,-5255.0,,,,,2005-05-01,92234.0,0.6028151881136502,28.558722158396034,57.52805912948262
,2005-06-01,34402.0,7893.0,,,,,51440.0,11803.0,,,,,-17039.0,-3909.0,,,,,2005-06-01,85842.0,0.6687791601866252,24.58173390309264,29.673044442763864
,2005-07-01,32619.0,7492.0,,,,,50107.0,11509.0,,,,,-17488.0,-4017.0,,,,,2005-07-01,82726.0,0.6509868880595525,21.749029561062994,38.2490895044697
,2005-08-01,37392.0,8571.0,,,,,55665.0,12760.0,,,,,-18273.0,-4189.0,,,,,2005-08-01,93057.0,0.6717326866073835,34.86258385630816,47.71521069950111
,2005-09-01,37138.0,8457.0,,,,,56632.0,12896.0,,,,,-19494.0,-4439.0,,,,,2005-09-01,93770.0,0.6557776522107642,16.441964005769115,30.422366542305745
,2005-10-01,38643.0,8622.0,,,,,53256.0,11883.0,,,,,-14612.0,-3260.0,,,,,2005-10-01,91899.0,0.7256083821541235,29.47463646719828,29.403474668934514
,2005-11-01,33348.0,7293.0,,,,,51789.0,11326.0,,,,,-18441.0,-4033.0,,,,,2005-11-01,85137.0,0.6439205236633262,4.297241508725835,22.64137539073601
2005.0,2005-12-01,42151.0,9235.0,,,,,56547.0,12390.0,,,,,-14396.0,-3154.0,,,,,2005-12-01,98698.0,0.7454153182308522,30.280645360697278,22.957663789166972
,2006-01-01,40703.0,9168.0,,,,,57245.0,12894.0,,,,,-16542.0,-3726.0,,,,,2006-01-01,97948.0,0.7110315311380907,13.52429296591733,18.84199381344849
,2006-02-01,40141.0,9055.0,,,,,51136.0,11535.0,,,,,-10994.0,-2480.0,,,,,2006-02-01,91277.0,0.7849851376720901,14.208894073462886,13.037711658340335
,2006-03-01,51426.0,11561.0,,,,,63672.0,14314.0,,,,,-12246.0,-2753.0,,,,,2006-03-01,115098.0,0.8076705616283453,15.91047400094665,17.81729363654867
,2006-04-01,38768.7,8625.0,,,,,58094.6,12924.5,,,,,-19325.9,-4299.5,,,,,2006-04-01,96863.29999999999,0.6673374117387847,15.400208364339928,17.15927882870165
,2006-05-01,45905.3,10109.7,,,,,68592.4,15106.0,,,,,-22687.1,-4996.3,,,,,2006-05-01,114497.7,0.6692476134382236,32.33388105739572,19.19784516465375
,2006-06-01,47990.4,10420.0,,,,,66321.2,14400.1,,,,,-18330.8,-3980.1,,,,,2006-06-01,114311.6,0.723605724866257,39.498866344979945,28.929237947122854
,2006-07-01,49244.1,10600.1,,,,,69616.3,14985.4,,,,,-20372.2,-4385.3,,,,,2006-07-01,118860.4,0.7073645108975914,50.96753425917411,38.935278504001445
,2006-08-01,50117.9,10769.5,,,,,71326.0,15326.7,,,,,-21208.1,-4557.2,,,,,2006-08-01,121443.9,0.7026596192131902,34.03375053487376,28.13437528069702
,2006-09-01,49608.6,10756.9,,,,,80019.8,17351.1,,,,,-30411.2,-6594.2,,,,,2006-09-01,129628.4,0.6199540613698109,33.579083418600895,41.29785280406837
,2006-10-01,45142.8,9928.6,,,,,79624.6,17512.4,,,,,-34481.8,-7583.8,,,,,2006-10-01,124767.40000000001,0.5669453912484332,16.820122661284074,49.51291873216164
,2006-11-01,44758.1,9979.4,,,,,73471.0,16381.2,,,,,-28712.9,-6401.8,,,,,2006-11-01,118229.1,0.6091941037960555,34.215245292071494,41.8660333275406
2006.0,2006-12-01,48359.7,10834.5,,,,,69986.0,15679.6,,,,,-21626.3,-4845.1,,,,,2006-12-01,118345.7,0.6909910553539279,14.729662404213407,23.766070702247678
,2007-01-01,48619.3,10967.0,,,,,64046.8,14446.9,,,,,-15427.5,-3479.9,,,,,2007-01-01,112666.1,0.759121454936078,19.44893496793849,11.881911083937457
,2007-02-01,46636.3,10561.2,,,,,63962.2,14484.7,,,,,-17325.9,-3923.5,,,,,2007-02-01,110598.5,0.7291228256689107,16.181211230412806,25.082525031289116
,2007-03-01,56628.1,12862.4,,,,,75445.4,17136.6,,,,,-18817.3,-4274.2,,,,,2007-03-01,132073.5,0.7505838659480897,10.115700229455914,18.4907023495414
,2007-04-01,47740.5,11326.8,,,,,77428.7,18370.6,,,,,-29688.2,-7043.8,,,,,2007-04-01,125169.2,0.6165736994163663,23.141864442191775,33.280373735252496
,2007-05-01,50796.2,12455.7,,,,,86250.7,21149.5,,,,,-35454.5,-8693.8,,,,,2007-05-01,137046.9,0.5889366694994939,10.654325317555902,25.743814183495562
,2007-06-01,49340.1,12101.0,,,,,81612.3,20016.0,,,,,-32272.2,-7915.0,,,,,2007-06-01,130952.4,0.6045669586569671,2.812437487497488,23.056126849333246
,2007-07-01,50571.1,12513.3,,,,,85388.9,21128.6,,,,,-34817.8,-8615.3,,,,,2007-07-01,135960.0,0.5922444252121764,2.6947390651875125,22.65647556678536
,2007-08-01,51600.4,12640.6,,,,,83136.0,20365.9,,,,,-31535.6,-7725.3,,,,,2007-08-01,134736.4,0.6206745573518091,2.958024977103979,16.557776967725644
,2007-09-01,50511.5,12521.4,,,,,73489.2,18217.5,,,,,-22977.7,-5696.0,,,,,2007-09-01,124000.7,0.6873322882818156,1.8200473305031828,-8.161230095551353
,2007-10-01,57982.0,14674.7,,,,,86263.6,21832.6,,,,,-28281.6,-7157.8,,,,,2007-10-01,144245.6,0.6721490872163925,28.441301824432674,8.337875480693157
,2007-11-01,50909.7,12909.3,,,,,87170.6,22104.1,,,,,-36260.9,-9194.8,,,,,2007-11-01,138080.3,0.584023741949694,13.744104419088377,18.646268595772497
2007.0,2007-12-01,57682.1,14625.5,,,,,79340.0,20116.9,,,,,-21657.9,-5491.4,,,,,2007-12-01,137022.1,0.7270241996470884,19.277208088553067,13.365530248906921
,2008-01-01,58623.8,14889.1,,,,,89946.8,22844.4,,,,,-31323.0,-7955.3,,,,,2008-01-01,148570.6,0.6517608186172271,20.57721933470864,40.439178850465595
,2008-02-01,60060.7,15116.2,,,,,82661.2,20804.4,,,,,-22600.5,-5688.2,,,,,2008-02-01,142721.9,0.7265887744189535,28.785302436085193,29.23445409945249
,2008-03-01,69630.5,17254.0,,,,,95134.1,23573.7,,,,,-25503.6,-6319.6,,,,,2008-03-01,164764.6,0.7319194694646819,22.96103877756803,26.09662086754132
,2008-04-01,73882.8,18460.4,,,,,121335.4,30316.9,,,,,-47452.6,-11856.5,,,,,2008-04-01,195218.2,0.6089138042154227,54.759166745216326,56.70597594948643
,2008-05-01,78717.4,18686.6,,,,,124031.2,29443.6,,,,,-45313.8,-10757.0,,,,,2008-05-01,202748.59999999998,0.6346580537800166,54.96710383847609,43.80312275726459
,2008-06-01,82133.1,19180.9,,,,,123967.1,28950.6,,,,,-41834.0,-9769.7,,,,,2008-06-01,206100.2,0.6625394963663747,66.46318106367843,51.89756936148105
,2008-07-01,81522.5,19030.4,,,,,135477.1,31625.5,,,,,-53954.6,-12595.0,,,,,2008-07-01,216999.6,0.6017437633371249,61.203730984692854,58.65891234106542
,2008-08-01,76253.9,17759.3,,,,,143940.1,33523.2,,,,,-67686.2,-15763.9,,,,,2008-08-01,220194.0,0.5297613382233304,47.777730405190646,73.1381110469592
,2008-09-01,71940.6,15789.1,,,,,141865.3,31135.7,,,,,-69924.7,-15346.6,,,,,2008-09-01,213805.9,0.5071049791598087,42.42420042960515,93.0423790162364
,2008-10-01,68754.3,14130.8,,,,,125868.3,25869.3,,,,,-57113.9,-11738.4,,,,,2008-10-01,194622.6,0.546239998474596,18.578696836949394,45.911253413954434
,2008-11-01,54699.4,11163.3,,,,,115090.6,23488.2,,,,,-60391.2,-12324.9,,,,,2008-11-01,169790.0,0.4752725244285806,7.4439645097103435,32.02914744191274
2008.0,2008-12-01,65015.5,13368.2,,,,,94624.8,19456.3,,,,,-29609.3,-6088.1,,,,,2008-12-01,159640.3,0.6870873174897066,12.713476104372079,19.264935719687415
,2009-01-01,62844.4,12869.0,,,,,89015.1,18228.2,,,,,-26170.8,-5359.1,,,,,2009-01-01,151859.5,0.7059970724068163,7.199465063677213,-1.0358345155136117
,2009-02-01,58822.4,11940.9,,,,,74198.1,15062.2,,,,,-15375.7,-3121.3,,,,,2009-02-01,133020.5,0.7927750171500348,-2.0617475320800382,-10.238298016481728
,2009-03-01,66168.8,12916.3,,,,,85022.4,16596.6,,,,,-18853.6,-3680.3,,,,,2009-03-01,151191.2,0.7782513784602647,-4.9715282814283945,-10.628891217765247
,2009-04-01,62455.7,12475.7,,,,,96823.4,19340.7,,,,,-34367.6,-6865.0,,,,,2009-04-01,159279.09999999998,0.6450475814730736,-15.466522654799231,-20.201853704689643
,2009-05-01,59775.5,12316.5,,,,,97242.7,20036.4,,,,,-37467.1,-7719.9,,,,,2009-05-01,157018.2,0.61470424000979,-24.063167736739267,-21.598194647798298
,2009-06-01,64999.1,13606.3,,,,,110136.9,23055.0,,,,,-45137.7,-9448.7,,,,,2009-06-01,175136.0,0.5901664201552795,-20.861260563646088,-11.156347127584665
,2009-07-01,69524.0,14341.3,,,,,105311.6,21723.5,,,,,-35787.6,-7382.2,,,,,2009-07-01,174835.6,0.6601741878387566,-14.718022631788774,-22.26612468085012
,2009-08-01,65669.6,13586.3,,,,,108505.7,22448.7,,,,,-42836.1,-8862.3,,,,,2009-08-01,174175.3,0.6052179747239086,-13.880339235107964,-24.61746240276338
,2009-09-01,70838.2,14624.2,,,,,104275.4,21527.2,,,,,-33437.2,-6903.0,,,,,2009-09-01,175113.59999999998,0.6793376002393662,-1.5323753207507451,-26.496895294339062
,2009-10-01,69175.4,14806.0,,,,,121175.0,25935.8,,,,,-51999.6,-11129.8,,,,,2009-10-01,190350.4,0.5708718795131008,0.6124707836455245,-3.7287386895667907
,2009-11-01,69537.5,14932.7,,,,,116401.9,24996.5,,,,,-46864.4,-10063.8,,,,,2009-11-01,185939.4,0.5973914515141077,27.126622961129378,1.1393632494747452
2009.0,2009-12-01,76907.0,16493.5,,,,,131733.1,28251.4,,,,,-54826.1,-11758.0,,,,,2009-12-01,208640.1,0.5838092324556242,18.29025386254046,39.21625197622611
,2010-01-01,71499.9,15557.1,,,,,116126.7,25267.0,,,,,-44626.8,-9709.9,,,,,2010-01-01,187626.59999999998,0.6157059487611376,13.77290577998993,30.45730443486554
,2010-02-01,73002.4,15757.7,,,,,121211.5,26163.8,,,,,-48209.1,-10406.1,,,,,2010-02-01,194213.9,0.6022728866485441,24.106462844086597,63.36199983557529
,2010-03-01,92149.3,20254.1,,,,,134791.9,29626.9,,,,,-42642.6,-9372.8,,,,,2010-03-01,226941.2,0.6836412276998841,39.2639733530002,58.53692673930635
,2010-04-01,80718.1,18139.1,,,,,140951.9,31674.9,,,,,-60233.8,-13535.8,,,,,2010-04-01,221670.0,0.5726641499688901,29.24056571297737,45.576275982871906
,2010-05-01,79171.3,17282.0,,,,,136276.1,29747.1,,,,,-57104.8,-12465.2,,,,,2010-05-01,215447.40000000002,0.5809624725098531,32.44774196786309,40.14018533010706
,2010-06-01,96240.4,20667.1,,,,,133408.1,28648.6,,,,,-37167.7,-7981.6,,,,,2010-06-01,229648.5,0.7213984758046924,48.06420396590105,21.129339939656933
,2010-07-01,79410.1,16954.5,,,,,138965.8,29669.9,,,,,-59555.6,-12715.4,,,,,2010-07-01,218375.9,0.5714362814447872,14.219693918646815,31.956783488238692
,2010-08-01,82660.0,17750.4,,,,,126234.7,27107.7,,,,,-43574.7,-9357.2,,,,,2010-08-01,208894.7,0.6548120287052609,25.87254985564096,16.339233791404517
,2010-09-01,87444.2,18984.2,,,,,135936.0,29511.8,,,,,-48491.8,-10527.6,,,,,2010-09-01,223380.2,0.6432747763653484,23.44215409200121,30.362482426344094
,2010-10-01,84739.0,19080.8,,,,,144164.7,32461.7,,,,,-59425.7,-13380.9,,,,,2010-10-01,228903.7,0.5877929895459845,22.498749555477815,18.97231277078606
